annee,departement,sexe,cause,indicateur,valeur
2016,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,988.7
2017,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,997.2
2018,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,973.6
2019,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,969.7
2020,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,974.1
2021,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1028.1
2022,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1014.4
2023,45,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,967.1
2010,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1022.4
2011,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1012.1
2012,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,974.6
2013,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,965.3
2014,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,989.3
2015,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1017.7
2016,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,971.9
2017,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,955.0
2018,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,929.8
2019,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,990.9
2020,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,975.4
2021,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,958.0
2022,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1005.1
2023,46,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,986.9
2010,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1006.8
2011,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,980.0
2012,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1015.5
2013,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1005.5
2014,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,984.3
2015,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1010.4
2016,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,956.4
2017,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1011.8
2018,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,969.6
2019,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,973.8
2020,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1028.0
2021,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1003.6
2022,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1069.9
2023,47,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,972.5
2010,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1183.9
2011,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1163.8
2012,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1148.3
2013,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1139.1
2014,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1069.5
2015,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1145.2
2016,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1110.4
2017,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1079.6
2018,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1020.4
2019,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1046.4
2020,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1089.9
2021,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1141.8
2022,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1097.6
2023,48,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1020.8
2010,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,998.3
2011,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,955.0
2012,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,964.2
2013,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,967.5
2014,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,895.8
2015,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,937.9
2016,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,891.0
2017,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,897.0
2018,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,882.8
2019,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,873.2
2020,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,920.3
2021,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,895.2
2022,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,947.1
2023,49,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,883.3
2010,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1150.5
2011,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1060.2
2012,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1100.8
2013,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1068.8
2014,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1025.0
2015,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1067.1
2016,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1040.6
2017,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1003.8
2018,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1014.8
2019,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1009.7
2020,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1029.4
2021,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1083.7
2022,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1142.4
2023,50,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1051.5
2010,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1174.5
2011,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1115.9
2012,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1116.2
2013,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1130.0
2014,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1063.8
2015,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1129.1
2016,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1078.1
2017,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1085.4
2018,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1060.4
2019,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1010.3
2020,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1128.9
2021,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1071.0
2022,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1098.1
2023,51,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1003.3
2010,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1220.6
2011,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1078.9
2012,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1126.7
2013,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1181.2
2014,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1098.0
2015,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1117.5
2016,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1084.0
2017,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1133.4
2018,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1098.6
2019,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1090.8
2020,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1201.2
2021,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1187.0
2022,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1115.2
2023,52,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1057.8
2010,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1007.8
2011,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,974.1
2012,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,993.7
2013,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,926.6
2014,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,926.3
2015,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,999.9
2016,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,977.3
2017,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,919.0
2018,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,897.0
2019,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,912.6
2020,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,996.0
2021,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,954.2
2022,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1013.5
2023,53,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,972.0
2010,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1210.1
2011,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1115.5
2012,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1141.1
2013,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1121.9
2014,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1037.3
2015,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1082.5
2016,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1069.8
2017,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1057.4
2018,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1041.2
2019,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1012.9
2020,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1148.2
2021,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1107.3
2022,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1105.7
2023,54,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1057.9
2010,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1249.1
2011,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1200.4
2012,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1152.2
2013,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1152.0
2014,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1076.5
2015,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1182.2
2016,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1179.2
2017,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1062.7
2018,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1076.7
2019,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1096.6
2020,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1254.0
2021,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1141.4
2022,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1168.8
2023,55,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1089.5
2010,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1158.3
2011,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1119.7
2012,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1129.8
2013,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1125.9
2014,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1059.2
2015,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1087.5
2016,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1075.3
2017,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1044.4
2018,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1041.2
2019,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1046.8
2020,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1044.0
2021,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1057.6
2022,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1084.9
2023,56,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1016.5
2010,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1210.1
2011,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1169.2
2012,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1194.1
2013,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1178.0
2014,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1138.0
2015,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1168.2
2016,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1107.2
2017,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1121.7
2018,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1115.2
2019,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1081.3
2020,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1222.0
2021,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1172.5
2022,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1159.3
2023,57,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1076.7
2010,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1211.4
2011,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1234.8
2012,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1218.1
2013,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1177.7
2014,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1120.1
2015,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1110.9
2016,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1125.9
2017,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1180.2
2018,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1113.3
2019,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1088.8
2020,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1145.3
2021,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1150.3
2022,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1172.4
2023,58,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1126.7
2010,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1318.3
2011,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1256.6
2012,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1287.3
2013,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1250.6
2014,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1180.6
2015,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1208.8
2016,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1162.3
2017,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1150.9
2018,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1151.0
2019,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1109.4
2020,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1216.0
2021,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1184.1
2022,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1163.7
2023,59,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1084.7
2010,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1196.2
2011,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1194.9
2012,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1185.2
2013,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1180.6
2014,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1098.7
2015,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1124.7
2016,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1125.3
2017,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1105.2
2018,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1061.9
2019,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1046.7
2020,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1195.5
2021,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1128.7
2022,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1094.6
2023,60,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1054.3
2010,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1096.1
2011,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1092.1
2012,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1134.0
2013,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1074.2
2014,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1054.7
2015,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1000.3
2016,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1020.0
2017,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,979.3
2018,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1025.0
2019,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1037.3
2020,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1064.1
2021,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1089.4
2022,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1079.7
2023,61,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1055.4
2010,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1381.3
2011,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1315.2
2012,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1367.2
2013,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1331.5
2014,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1213.1
2015,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1291.4
2016,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1258.9
2017,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1249.3
2018,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1240.8
2019,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1170.2
2020,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1272.0
2021,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1266.4
2022,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1273.9
2023,62,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1181.2
2010,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1140.7
2011,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1073.9
2012,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1117.5
2013,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1086.7
2014,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1034.7
2015,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1050.9
2016,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1021.1
2017,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1034.9
2018,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,999.6
2019,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1001.1
2020,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1065.6
2021,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1035.7
2022,63,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1038.3
